@relation segment

@attribute original numeric
@attribute Mean_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Mean_2.0 numeric
@attribute Variance_2.0 numeric
@attribute Mean_4.0 numeric
@attribute Variance_4.0 numeric
@attribute Mean_8.0 numeric
@attribute Variance_8.0 numeric
@attribute class {'class 1','class 2'}

@data
102,98.714287,36.238094,101.34375,91.78125,112.015152,392.339874,127.235512,563.829224,'class 1'
106,103.428574,36.952381,107.0625,153.802414,117.388885,451.386078,130.509659,560.245605,'class 1'
109,111.14286,89.809525,113.53125,190.192535,123.994949,478.58374,133.470276,550.05304,'class 1'
116,115.14286,120.476189,120.03125,255.128021,130.681824,457.405853,136.283798,530.656921,'class 1'
101,98.571426,127.952377,100.78125,358.369965,109.025253,660.146545,119.450043,635.8797,'class 1'
90,92.14286,129.142853,94.375,325.403229,104.611115,568.797241,118.224083,618.141968,'class 1'
103,99.714287,46.904762,102.375,75.080643,114.040405,378.78009,125.972511,518.652771,'class 1'
96,99.14286,7.809524,104.40625,108.765121,117.5,436.332489,129.270432,529.702271,'class 1'
98,105.714287,82.904762,110.90625,263.313507,122.439392,499.719666,132.361069,531.447205,'class 1'
111,115.571426,262.619049,119.34375,373.394165,128.747482,498.413055,135.122589,520.379761,'class 1'
106,106.714287,30.238094,108.71875,101.950607,118.767677,358.565033,127.710251,484.696655,'class 1'
97,104.428574,70.285713,110.75,173.161285,122.5,432.362946,130.84993,496.294189,'class 1'
109,112.14286,43.809525,114.625,91.983871,123.146461,301.739868,129.007431,448.212738,'class 1'
91,93.333336,120.26667,95.08696,159.355728,105.973854,274.854584,124.956635,433.973816,'class 2'
83,87,40,92.217392,98.450592,106.46405,297.092438,125.500435,459.977661,'class 2'
87,89.5,37.5,94.391304,144.0672,109.202614,384.991577,125.402428,485.030609,'class 2'
99,99.5,108.699997,102.08696,214.628464,113.562088,515.260925,124.540329,505.663513,'class 2'
117,112.833336,153.766663,113.782608,323.086945,118.699348,582.658997,123.390289,527.851013,'class 2'
83,84.5,43.900002,90.347824,96.237152,104.352943,265.058838,124.265396,415.570129,'class 2'
79,82.666664,6.666667,86.347824,33.237156,103.183006,219.782074,124.539459,439.637543,'class 2'
87,84.833336,37.766666,87.608696,39.885376,104.509804,271.672607,124.227234,461.856293,'class 2'
95,94.333336,27.866667,94.130432,124.754944,107.379082,384.486938,123.176064,477.169495,'class 2'
101,104.333336,110.26667,104.521736,216.260864,111.516342,487.817169,121.717262,492.623108,'class 2'
76,83.333336,35.066666,89.95652,109.407112,106.333336,373.842102,123.7771,411.900787,'class 2'
82,82.5,37.900002,86.347824,35.146244,103.117645,267.696594,123.707718,426.873688,'class 2'
79,84.5,22.700001,86.739128,35.565216,102.516342,241.330322,123.124023,441.950745,'class 2'
90,89,36.400002,90.478264,53.624504,103.477127,268.106384,122.012146,449.756805,'class 2'
95,95.166664,55.366665,96.695656,138.312256,106.098038,339.852173,120.42411,457.124664,'class 2'
107,103.5,175.5,103.782608,201.450592,109.686272,406.690399,118.805725,461.946594,'class 2'
81,86.166664,42.966667,93.217392,112.996048,110.888885,530.099426,123.496094,414.909912,'class 2'
93,88.666664,36.266666,90.782608,89.72332,106.07843,400.178009,123.177795,424.750488,'class 2'
89,88.833336,28.166666,88.95652,40.498024,103.732025,301.236938,122.496094,430.185974,'class 2'
89,88,4.8,88.608696,24.067194,102.888885,240.467834,121.405899,427.31601,'class 2'
89,88.333336,15.066667,91.347824,70.691696,103.431374,234.996902,119.918472,429.423889,'class 2'
85,94,121.599998,96.260872,144.74704,105.098038,273.391632,118.303558,429.859161,'class 2'
91,95.666664,61.466667,98.08696,154.083008,110.862747,509.079712,122.941025,424.473938,'class 2'
94,92.166664,14.166667,93.869568,99.754944,106.529411,361.553406,122.275803,424.583588,'class 2'
87,87.166664,14.966666,89.95652,30.679842,104.032677,265.255493,121.182999,418.463867,'class 2'
84,85.666664,16.666666,89.304344,47.039524,102.823532,202.948914,119.771896,415.26651,'class 2'
80,84,5.6,91.95652,71.770752,102.300652,183.461639,118.319168,417.130676,'class 2'
85,91.333336,110.666664,95.08696,122.992096,103.418304,200.244919,116.758888,425.089386,'class 2'
103,103.5,121.099998,108.04348,228.40712,115.790848,535.19281,122.788376,426.791992,'class 2'
96,98.666664,78.26667,101.739128,192.656128,109.77124,379.822327,122.251518,424.523499,'class 2'
85,89.666664,33.466667,95.391304,94.067192,105.61438,272.449005,121.281006,416.285553,'class 2'
83,86.833336,24.966667,91.391304,50.33992,103.137253,191.750778,120.00087,413.348083,'class 2'
83,86.5,31.9,90,39.272728,101.830063,147.615662,118.563744,415.54129,'class 2'
87,86.833336,10.566667,90.869568,48.482212,101.797386,141.938934,117.249786,424.647614,'class 2'
85,90.5,51.099998,93.95652,87.861664,102.424835,138.86438,115.778839,447.721008,'class 2'
97,99.166664,100.166664,102.347824,144.509888,107.973854,277.722992,121.581963,424.276489,'class 2'
91,93.166664,36.966667,96.95652,79.588936,104.300652,192.38269,120.515175,419.852417,'class 2'
91,92.5,47.099998,94.04348,48.134388,102.529411,147.329727,119.286209,418.720093,'class 2'
89,91,29.200001,92.739128,53.656128,102.490196,137.804184,118.042496,427.455658,'class 2'
85,88.5,22.299999,92.739128,31.201582,103.15686,148.593658,116.760628,451.564178,'class 2'
125,122.166664,166.166672,121.318184,131.465363,120.735046,144.575745,118.880112,278.801422,'class 2'
134,130,83.599998,126.565216,94.075096,120.07914,194.450211,117.347725,296.306305,'class 2'
125,123,79.599998,122.090912,116.277054,119.53846,190.216187,118.039513,287.792419,'class 2'
115,118.5,142.699997,118.608696,241.794464,116.676262,290.278503,116.357315,312.59967,'class 2'
115,116.166664,105.76667,116.86364,161.932907,116.555557,298.835236,117.091278,307.130798,'class 2'
115,112.5,53.099998,110.782608,200.814224,111.673203,332.445129,113.94252,355.740753,'class 2'
106,103.333336,160.666672,106.521736,314.442688,112.335526,344.303894,114.590324,339.845978,'class 2'
102,101,244.399994,105.782608,389.086945,112.726616,361.649353,115.310555,334.824219,'class 2'
101,103.666664,187.066666,107.454544,277.021637,112.905983,361.292816,116.040871,333.56723,'class 2'
105,100.166664,236.166672,100.04348,243.588928,106.705879,320.656342,112.906837,373.080597,'class 2'
80,86.833336,242.96666,93.08696,264.083008,107.960526,330.435516,113.643013,366.978973,'class 2'
71,81.333336,250.266663,92.08696,283.810272,109.10791,353.024506,114.28537,364.912476,'class 2'
80,88.333336,255.46666,95.681816,309.560608,109.401711,370.897583,114.98774,363.621948,'class 2'
93,94.666664,173.46666,93.434784,285.256927,101.823532,269.501556,111.49752,396.750244,'class 2'
72,78,135.199997,85.08696,161.264816,103.75,296.692047,112.25914,400.739014,'class 2'
59,71.333336,47.066666,84,134.454544,105.719421,326.667084,112.973618,402.808441,'class 2'
72,78.833336,132.566666,89.5,230.928574,106.529915,357.992645,113.764305,400.911621,'class 2'
117,110.166664,75.76667,104.04348,153.588928,98.640526,256.508087,108.862457,420.062927,'class 2'
96,96.833336,171.366669,95.04348,189.134384,98.22876,234.138107,109.571854,424.673645,'class 2'
85,82.833336,109.366669,86.478264,150.442688,100.342102,264.33252,110.480644,432.540527,'class 2'
80,80.333336,129.066666,85.08696,138.71936,102.690651,305.910858,111.221825,440.823486,'class 2'
86,85.833336,88.166664,91.454544,207.116882,104.435898,344.472137,112.014984,441.600037,'class 2'
107,101.833336,102.566666,96.739128,146.474304,95.862747,223.948135,107.419228,438.749664,'class 2'
93,93,54.799999,91.260872,121.656128,97.881577,249.747467,108.35376,454.377411,'class 2'
92,91.666664,46.666668,92.826088,167.150192,100.683456,294.870087,109.143883,462.675537,'class 2'
100,99.333336,88.666664,98.318184,169.274887,103.333336,326.637939,109.946869,467.834839,'class 2'
107,101.5,102.300003,96.869568,125.391304,95.163399,223.427078,105.635284,426.120819,'class 2'
91,94.166664,53.766666,95.608696,67.430832,97.835526,256.866821,106.367744,448.721466,'class 2'
89,94.333336,22.266666,99.521736,91.988144,101.330933,310.570862,107.112709,460.256195,'class 2'
99,102.666664,97.866669,104.954544,123.283546,104.606834,340.344086,107.997276,471.075012,'class 2'
97,97.166664,88.166664,95.304344,111.948616,95.973854,236.48616,104.543114,404.278137,'class 2'
87,92.666664,40.266666,95.217392,75.08696,99.980263,307.065826,104.955917,425.000214,'class 2'
94,96,64,100.826088,93.332016,104.136688,356.27829,105.435249,440.070831,'class 2'
103,99.166664,134.166672,94.521736,159.260864,93.470589,207.671829,104.11338,381.588989,'class 2'
91,90.5,77.5,92.217392,93.814232,96.725487,284.187317,104.098114,390.812775,'class 2'
85,88.5,34.299999,95.478264,100.624504,102.578949,394.364594,104.190323,405.553619,'class 2'
90,92,34,95.391304,55.885376,103.562088,155.195129,115.073723,482.708984,'class 2'
98,97.833336,30.966667,98,52.18182,103.098038,161.352173,112.91674,518.619812,'class 2'
103,100.666664,30.666666,99.434784,44.89328,102.235291,148.483749,110.652214,541.942322,'class 2'
103,101.166664,61.766666,99.217392,88.814232,100.908493,156.833679,108.840416,527.991882,'class 2'
105,100.833336,64.566666,98.826088,98.332016,98.575165,158.272278,107.485687,494.310791,'class 2'
107,103.833336,26.966667,98.565216,95.166008,95.653595,174.188431,106.645271,461.567627,'class 2'
102,95.666664,71.466667,89.739128,109.565216,93.522873,232.080063,104.81134,400.856476,'class 2'
89,88.5,59.5,89.95652,72.770752,98.38562,373.435852,104.307236,399.205109,'class 2'
80,91.166664,65.366669,97.739128,231.928848,104.993423,484.483398,104.088173,401.150452,'class 2'
99,101.333336,39.466667,103.95652,79.225296,106.653595,218.162109,121.05204,423.408752,'class 2'
100,98.833336,18.166666,101.869568,92.482216,105,208.25,120.080658,416.897125,'class 2'
100,99.333336,75.466667,99.173912,77.513832,105.705879,231.81424,118.960106,426.423767,'class 2'
97,96.5,35.5,97.869568,73.664032,107.045753,267.1492,117.845619,450.77475,'class 2'
100,98.166664,38.966667,98.826088,73.1502,107.470589,279.724457,116.391151,484.411957,'class 2'
97,99.166664,17.366667,100.521736,70.5336,106.901962,272.760071,114.524719,528.254822,'class 2'
98,98.166664,12.166667,98.826088,42.877472,105.392159,258.70047,112.630531,559.517883,'class 2'
97,96.5,25.9,96.739128,67.474312,103.411766,244.875381,111.130096,554.674011,'class 2'
88,92.5,77.900002,94.782608,65.996048,100.601311,230.964996,109.923676,534.921265,'class 2'
98,94,58.799999,93.739128,71.201584,96.928108,226.304001,108.857765,511.65683,'class 2'
94,94.666664,26.666666,93.565216,71.25692,93.07843,197.901703,108.010414,487.562012,'class 2'
92,93,36.400002,91.695656,67.7668,91.549019,182.420273,107.00444,460.487976,'class 2'
92,89.833336,50.566666,89.173912,45.877472,94.294121,283.037933,105.997215,440.786041,'class 2'
86,87.833336,22.966667,90.565216,97.25692,100.333336,447.368408,105.292366,426.40155,'class 2'
94,96.166664,264.166656,102.347824,377.782623,107.513161,560.953491,104.876343,415.826447,'class 2'
110,109.166664,23.366667,109.173912,83.968376,112.797386,237.320526,122.534256,429.467804,'class 2'
106,107.666664,33.066666,108.695656,72.7668,110.633987,235.167786,121.658279,419.525482,'class 2'
104,110.666664,75.866669,109.521736,101.16996,110.196075,294.856049,120.726799,411.23172,'class 2'
115,107,41.599998,108.95652,119.316208,111.653595,371.109467,119.840416,415.740143,'class 2'
101,106.833336,45.766666,108.304344,147.494064,113.732025,417.473785,118.799652,438.5961,'class 2'
86,92.5,72.699997,95.391304,129.33992,100.379082,319.592194,111.091934,543.212036,'class 2'
98,92.666664,84.666664,92.95652,86.952568,95.810455,273.259888,110.081596,528.31134,'class 2'
90,92.666664,52.266666,91.869568,76.118576,94.143791,238.255508,108.804619,497.380463,'class 2'
84,87.666664,9.866667,90.695656,51.130436,96.61438,331.106903,107.696098,468.531738,'class 2'
85,87,5.6,93.565216,124.347824,102.725487,492.371521,106.857285,441.275238,'class 2'
102,106,73.199997,107.608696,134.521744,114.575165,223.851227,123.18647,416.012939,'class 2'
114,111.333336,68.666664,110.826088,116.241104,114.725487,268.147827,122.371208,404.86731,'class 2'
123,117.5,76.300003,116.08696,103.901184,116.699348,366.42218,121.469208,396.042664,'class 2'
107,102.666664,82.26667,99.826088,174.422928,101.575165,363.035431,112.021698,544.747559,'class 2'
104,100,81.599998,96.304344,99.948616,99.379082,307.6185,110.736237,516.032593,'class 2'
89,92.833336,58.566666,95,65.727272,101.202614,361.307373,109.723045,490.937195,'class 2'
88,92.666664,79.466667,97.652176,178.14624,106.830063,483.02356,108.955399,459.711304,'class 2'
105,104.166664,180.166672,103.739128,239.474304,115.477127,242.422165,124.472679,400.935242,'class 2'
99,99.833336,39.766666,104.478264,111.260872,116.098038,253.062698,123.744148,392.829437,'class 2'
111,106.5,80.300003,103.521736,154.80632,106.176468,387.97522,112.975136,523.53894,'class 2'
92,95.5,79.5,100.04348,76.770752,107.006538,372.269684,112.065056,503.776215,'class 2'
86,94.833336,72.166664,103.130432,143.754944,111.424835,433.917023,111.318138,476.17746,'class 2'
108,110,217.600006,114.91304,342.71936,117.098686,472.314697,110.662369,444.094696,'class 2'
86,96,228.399994,103.95652,288.498016,113.627449,256.827393,125.55854,353.061035,'class 2'
87,93.666664,69.866669,98.565216,95.347824,114.183006,236.782074,124.861229,366.376556,'class 2'
96,100.666664,78.26667,106.391304,125.33992,113.483658,367.554016,114.910782,502.553894,'class 2'
93,100.166664,99.76667,108.739128,166.656128,115.941177,365.239929,114.111992,476.31781,'class 2'
111,114.666664,174.666672,118.565216,256.438721,120.026314,391.668182,113.409676,445.324982,'class 2'
127,129.833328,111.366669,131.08696,197.083008,122.661873,379.022522,112.768585,414.936768,'class 2'
101,106.333336,199.866669,109.782608,258.450592,115.816994,343.55838,125.836082,293.727448,'class 2'
88,94.833336,112.566666,102.869568,282.664032,112.745094,266.151703,125.805725,303.220917,'class 2'
82,87.333336,26.266666,96.434784,111.984192,111.640526,216.77124,125.335648,318.342987,'class 2'
86,90.166664,46.966667,96.478264,74.624504,113.470589,252.290253,124.529053,331.207703,'class 2'
134,134.333328,86.26667,131.652176,134.237152,122.388489,305.26828,115.940048,415.501801,'class 2'
141,138.666672,51.466667,136.5,87.5,124.564102,312.316986,115.241142,378.172333,'class 2'
107,107.666664,118.26667,108.391304,136.612656,114.69281,258.385284,125.236771,274.319763,'class 2'
93,97,56.400002,102.695656,123.130432,112.30719,231.687912,125.282738,275.213379,'class 2'
87,90.666664,21.866667,96.565216,72.984192,111.117645,193.867645,125.064178,279.270172,'class 2'
85,88.833336,28.566668,94.95652,67.04348,111.633987,202.233582,124.510841,287.897675,'class 2'
98,102.166664,60.566666,105.260872,81.656128,112.901962,176.194275,124.240242,258.562897,'class 2'
92,95.333336,7.066667,99.565216,45.438736,111.235291,167.812698,124.158714,257.734344,'class 2'
109,109.833336,68.966667,112.217392,108.08696,116.248367,197.319489,123.86557,251.38208,'class 2'
97,102,28.4,105.565216,57.711464,114.61438,183.501633,123.247185,243.847702,'class 2'
137,138.833328,20.566668,139.17392,63.422924,133.875824,178.820007,128.40625,392.999023,'class 2'
74,79.5,21.5,86.227272,74.279221,99.564102,316.730774,108.054573,337.723785,'class 2'
129,130,13.2,132.739136,66.3834,129.934647,266.79834,125.346054,404.570251,'class 2'
126,125.5,34.700001,124.260872,126.928856,125.562088,314.050385,122.431915,418.554596,'class 2'
118,115,67.199997,115.652176,166.782608,120.869278,311.101227,119.346352,428.697479,'class 2'
96,94,47.599998,94.347824,142.964432,98.703949,290.143555,111.560219,360.444702,'class 2'
82,84,43.200001,86.91304,80.083,95.726616,255.982697,109.810555,340.941254,'class 2'
76,78.166664,10.566667,82.227272,36.564934,92.743591,219.795761,108.239784,331.178436,'class 2'
115,115,99.599998,113,219.818176,117.46405,291.566132,119.107635,446.601776,'class 2'
111,104.666664,96.26667,103.434784,144.438736,111.183006,266.874176,116.975136,429.099823,'class 2'
97,100.666664,79.066666,99.130432,81.664032,104.941177,255.424149,115.351303,408.300659,'class 2'
87,93.333336,17.466667,95.217392,83.814232,98.620918,239.855347,113.760162,384.861084,'class 2'
90,86.166664,42.966667,88.565216,74.620552,93.855263,221.674271,111.976341,361.067261,'class 2'
82,82.666664,23.466667,82.217392,49.5415,90.56115,184.407471,110.22422,338.89444,'class 2'
76,78.166664,48.166668,80.090912,51.03896,87.341881,134.985565,108.5327,325.779968,'class 2'
105,114.333336,194.266663,114.478264,237.988144,115.908493,306.952087,119.395836,470.877075,'class 2'
110,104,70.400002,103.434784,133.802368,109.176468,256.041016,117.317055,445.925171,'class 2'
103,98.5,47.5,96.08696,80.901184,102.941177,233.147827,115.713753,417.899384,'class 2'
94,89.666664,78.26667,90.565216,68.438736,96.607841,208.279419,114.104065,385.089355,'class 2'
77,83.333336,59.866665,84.739128,64.3834,91.342102,165.21994,112.30645,354.4216,'class 2'
80,77,33.599998,79.347824,64.600792,87.834534,126.370972,110.42926,327.976379,'class 2'
70,73.333336,68.26667,76.227272,59.89827,84.752136,92.670792,108.641693,314.669525,'class 2'
91,96.5,85.5,97.260872,101.01976,103.248367,255.530014,116.135689,425.994598,'class 2'
85,87.666664,59.866665,89.91304,87.173912,96.830063,224.12883,114.360756,384.641541,'class 2'
74,78.833336,37.366665,83.478264,89.897232,91.677635,178.431808,112.46344,347.796844,'class 2'
70,72.333336,61.466667,76.478264,73.351776,87.992805,126.02169,110.521584,324.264252,'class 2'
58,66,26.799999,73.318184,54.608227,84.641029,89.214851,108.632156,314.06369,'class 2'
95,93.833336,69.366669,94.782608,141.632416,98.895424,262.791626,114.454903,385.746216,'class 2'
84,85.333336,113.466667,86.695656,145.494064,93.914474,236.793961,112.444084,347.041534,'class 2'
74,75.833336,110.966667,78.95652,149.952576,90.07914,177.638626,110.6259,328.683411,'class 2'
61,66.333336,56.666668,73.545456,78.831169,86.965813,137.06778,108.965942,326.671417,'class 2'
102,103.833336,57.366665,103.782608,159.450592,102.718956,304.084961,114.691772,386.092407,'class 2'
100,97,76.800003,95,168.909088,97.585526,306.52243,112.666664,347.89093,'class 2'
91,88,136.399994,86.347824,203.87352,93.553955,255.915543,111.115105,337.857086,'class 2'
77,77.333336,139.866669,79.409088,189.015152,90.256409,209.002655,109.773842,342.197083,'class 2'
111,111.5,33.099998,109.521736,72.988144,107.202614,291.149475,115.346878,384.214874,'class 2'
109,106.5,21.9,102.565216,90.89328,101.980263,359.794312,113.543015,353.899658,'class 2'
102,99.5,70.300003,96.04348,153.134384,97.877701,307.803772,112.166664,348.849731,'class 2'
91,91.333336,119.866669,88.727272,212.303024,94.735046,271.282654,111.008171,356.832123,'class 2'
111,110,42.799999,108.652176,56.237156,106.493423,308.410553,114.906448,354.162384,'class 2'
109,107.166664,45.366665,104.04348,93.861664,102.446045,306.698151,113.741005,355.767181,'class 2'
106,101.833336,90.566666,96.227272,159.89827,99.025642,283.249329,112.918259,366.994659,'class 2'
117,113.666664,17.066668,108.04348,62.134388,106.503593,246.802521,115.544365,345.681702,'class 2'
115,106.5,102.699997,101.681816,129.751083,103.846153,259.303711,115.042236,360.973663,'class 2'
106,104.800003,122.699997,102.6875,177.295837,105.68132,133.930649,116.865082,318.180481,'class 2'
107,104.800003,129.699997,102.8125,169.09584,106.153847,157.820511,116.428574,305.940033,'class 2'
108,108.199997,112.699997,106.6875,104.495834,105.85714,221.101593,116.576187,308.661102,'class 2'
113,110.400002,7.8,109,62.933334,104.714287,280.361908,117.271431,334.398376,'class 2'
111,109.599998,19.299999,105.875,114.116669,104.63736,293.300354,118.560318,386.602875,'class 2'
106,102.199997,60.700001,101.0625,148.462494,105.835167,310.583649,120.173019,438.636169,'class 2'
95,96.199997,35.700001,98.625,62.783333,109.56044,418.13797,121.830162,470.440094,'class 2'
91,97.599998,24.299999,105.5,155.46666,116.472527,586.740906,123.306351,492.289154,'class 2'
140,141.199997,74.699997,142.4375,133.995834,146.1978,192.538223,134.530151,377.588104,'class 2'
134,136.399994,68.300003,139.375,104.383331,141.75824,244.540909,132.634918,414.651886,'class 2'
130,134.399994,71.300003,136.5,99.066666,136.252747,297.67984,130.561905,424.990601,'class 2'
128,130.800003,45.200001,129.4375,120.395836,130.329666,313.178986,128.48967,421.750305,'class 2'
86,91.333336,79.866669,97.681816,141.084412,107.401711,166.725174,118.325615,318.309937,'class 2'
106,107,217.600006,104.86364,254.218613,108.341881,374.761414,120.416893,414.298004,'class 2'
97,100,64.800003,102.090912,155.896103,111.846153,454.217499,121.441414,448.983612,'class 2'
98,101.166664,49.366665,107.5,160.547623,117.786324,566.13501,122.633514,471.152008,'class 2'
136,138.833328,102.166664,142.681824,150.22728,148.367523,160.062042,133.52861,342.200409,'class 2'
133,133.833328,42.966667,137.909088,114.086578,146.008545,167.715439,132.420975,377.455536,'class 2'
129,132,15.2,135.818176,84.82251,142.085464,207.734009,130.884201,404.369934,'class 2'
131,132.666672,15.866667,134.318176,77.941559,136.811966,269.49881,128.93869,414.644257,'class 2'
88,92.666664,59.866665,97.826088,143.332016,110.81295,220.819824,120.045563,320.41568,'class 2'
108,111,99.199997,113.608696,206.0672,118.992805,509.60141,121.91127,453.713593,'class 2'
133,136.666672,66.26667,142.304352,126.312256,149.194244,140.46199,131.844131,339.788391,'class 2'
124,131.166672,31.766666,138.043472,87.770752,147.366913,144.900635,131.597122,355.643005,'class 2'
124,128.833328,41.366665,134.739136,68.565216,145.129501,157.2005,130.661865,378.891541,'class 2'
102,106.833336,206.96666,110.739128,291.110657,115,273.390717,121.805374,314.051422,'class 2'
84,91.166664,42.166668,98.782608,163.450592,113.947365,274.858124,120.902153,314.437134,'class 2'
125,125.666664,37.866665,126.391304,133.794464,125.565788,428.843323,122.004303,446.570496,'class 2'
137,136.833328,51.366665,139.521744,60.079052,146.592102,148.216629,130.653763,351.927368,'class 2'
135,135,35.200001,138.521744,81.624504,145.006577,135.675446,130.435486,361.380646,'class 2'
117,115,193.600006,114.91304,265.810272,119.366013,310.523041,122.407333,296.701965,'class 2'
125,125,71.599998,130.217392,121.450592,127.777779,360.621338,122.478691,425.18631,'class 2'
133,138.166672,52.166668,141.391312,43.158104,141.882355,238.51239,129.775024,376.02771,'class 2'
141,139.333328,30.666666,142,61.454544,141.738556,166.825943,130.305252,358.244019,'class 2'
124,122.833336,10.966666,119.347824,152.691696,123.529411,314.342865,122.899628,282.594574,'class 2'
112,118,58.400002,123.782608,91.996048,122.875816,310.964752,122.522308,401.228333,'class 2'
117,118.5,94.300003,123.391304,211.703552,125.496735,386.356903,123.975838,416.685913,'class 2'
115,121.833336,243.366669,126.608696,318.158112,127.470589,419.040253,125.501862,422.013947,'class 2'
128,129.333328,238.666672,130.695648,284.312256,130.359482,411.034393,127.160782,419.059692,'class 2'
135,134.666672,75.866669,134.521744,159.897232,133.300659,360.277435,128.726761,407.391327,'class 2'
138,137.5,29.1,138.043472,76.861664,135.699341,268.409027,129.904282,388.60199,'class 2'
136,142.666672,35.066666,142.347824,46.6917,136.810455,179.70726,130.381042,375.9328,'class 2'
107,107.333336,60.266666,112,146.181824,118.529411,336.763947,124.737122,413.811737,'class 2'
97,105,57.200001,113.217392,206.35968,119.947716,373.931458,126.375664,420.784088,'class 2'
108,112.5,140.300003,118.130432,238.209488,122.686272,374.348297,128,421.615997,'class 2'
122,123.166664,124.566666,124.608696,222.430832,126.653595,344.925262,129.334808,416.21579,'class 2'
135,132.166672,61.766666,129.869568,165.845856,130.437912,277.65567,130.277084,406.810272,'class 2'
142,139.333328,19.866667,137.739136,105.656128,133.411758,199.283279,130.463593,397.166229,'class 2'
95,98.333336,7.866667,103.565216,59.529644,114.320259,265.008606,127.65799,428.419861,'class 2'
103,104.5,41.900002,107.521736,111.260872,118.013069,288.920868,129.019958,432.487,'class 2'
113,113.833336,90.966667,114.695656,164.130432,123.137253,303.645508,129.984375,428.964142,'class 2'
124,122,176,122.608696,163.521744,127.810455,282.641479,130.448792,424.308411,'class 2'
138,132,85.199997,131.782608,134.08696,131.797379,225.873154,130.222229,415.615204,'class 2'
97,98,10,100.04348,25.95257,112.019608,204.571976,128.868164,435.958313,'class 2'
100,100.5,6.7,102.391304,49.976284,116.522873,265.106384,129.810059,436.964752,'class 2'
102,104.5,21.1,109.173912,106.332016,122.647057,320.203552,130.181259,437.046112,'class 2'
105,106.5,55.5,107.04348,111.04348,108.555557,135.235382,127.218559,438.992126,'class 2'
102,102.833336,22.966667,103.217392,48.90514,109.947716,178.549881,129.171722,448.151031,'class 2'
102,102.5,32.299999,103.521736,69.5336,113.392159,258.397827,130.281006,445.111938,'class 2'
103,103.333336,57.466667,105.782608,107.72332,119.071892,356.409271,130.646133,445.305237,'class 2'
114,113.833336,80.566666,113.652176,87.055336,116.196075,134.895508,122.803993,338.607391,'class 2'
110,112.333336,60.266666,111.478264,74.624504,112.705879,111.616875,124.50737,396.442871,'class 2'
122,116.166664,23.366667,110.565216,83.711464,110.69281,117.293175,126.893318,444.703033,'class 2'
116,114.166664,85.366669,109.869568,74.754944,110.980392,176.243027,129.38942,466.067841,'class 2'
111,108.833336,28.566668,110.347824,89.146248,113.660133,284.054779,131.112747,463.772003,'class 2'
113,113,43.200001,112.347824,160.418976,118.235291,397.852173,131.725067,457.376587,'class 2'
108,115.666664,59.866665,121.260872,107.565216,129.61438,131.185852,124.143974,254.059113,'class 2'
109,113,66.800003,120.434784,89.438736,126.875816,120.872635,123.577621,254.907379,'class 2'
105,114,51.200001,119.695656,85.857704,123.405228,129.150497,123.481354,272.93042,'class 2'
110,112.666664,65.866669,116.652176,89.418976,120.764709,138.79953,123.993065,321.765564,'class 2'
102,107.333336,22.266666,111.95652,61.225296,117.45752,142.920883,125.078056,379.726532,'class 2'
105,107,37.599998,111.08696,50.355732,115.052284,121.076195,126.778839,437.200165,'class 2'
118,116.333336,63.466667,110.95652,54.498024,114.633987,146.35199,129.032959,476.974609,'class 2'
127,116.5,53.900002,113.652176,45.873516,116.398689,256.017639,131.345184,486.773102,'class 2'
105,115.5,68.300003,117.434784,94.25692,120.071892,416.277679,132.810059,475.579346,'class 2'
109,116.333336,59.866665,123,91.727272,129.130722,123.759117,124.738075,259.974731,'class 2'
115,119.666664,112.666664,123.869568,135.209488,126.967323,113.742348,124.658279,272.046326,'class 2'
121,120.833336,140.96666,124.391304,136.885376,124.411766,130.441177,125.025154,302.378693,'class 2'
119,120.166664,101.366669,120.478264,152.5336,122.888885,139.53363,125.929749,359.410858,'class 2'
110,111.5,65.099998,114.521736,110.624504,120.751633,143.885284,127.199478,420.934143,'class 2'
105,106.833336,6.966667,110.391304,40.885376,119.300652,153.724808,128.981781,472.229706,'class 2'
110,111.166664,40.566666,112.695656,51.7668,120.22876,207.809174,131.184738,502.360809,'class 2'
113,114.833336,44.566666,116.434784,65.89328,123.405228,348.663666,133.209885,501.709381,'class 2'
118,118.833336,80.166664,123.260872,139.01976,128.751633,492.266846,134.362534,487.901428,'class 2'
129,126.5,77.900002,127.130432,110.209488,128.627457,127.498451,125.366867,269.088379,'class 2'
134,132,89.599998,130.565216,110.89328,127.333336,119.381577,125.679962,292.735168,'class 2'
141,135.5,58.700001,131.82608,107.695656,125.777779,137.358185,126.470078,336.179871,'class 2'
137,132.666672,85.066666,127.739128,132.565216,125.300652,158.237961,127.614052,395.004547,'class 2'
123,120.833336,122.566666,120,167.454544,125.084969,170.617737,129.209885,451.228485,'class 2'
107,109.5,52.700001,114.91304,88.44664,125.130722,212.127533,131.200348,493.866943,'class 2'
103,109.333336,25.866667,115.91304,86.44664,127.215683,294.565002,133.319168,515.950134,'class 2'
111,117,108.800003,122.217392,149.268768,131.496735,424.238464,135.13443,511.479309,'class 2'
130,131.666672,3.066667,131.608688,67.158104,127.581696,155.073868,126.210754,280.449463,'class 2'
133,136,23.6,135.91304,60.264824,127.601311,134.08342,126.8144,313.050598,'class 2'
